ds,y
19/11/2020,2
18/11/2020,0
17/11/2020,1
16/11/2020,3
15/11/2020,0
14/11/2020,1
13/11/2020,1
12/11/2020,3
11/11/2020,0
10/11/2020,0
9/11/2020,0
8/11/2020,1
7/11/2020,2
6/11/2020,0
5/11/2020,0
4/11/2020,0
3/11/2020,0
2/11/2020,0
1/11/2020,0
31/10/2020,0
30/10/2020,0
29/10/2020,0
28/10/2020,0
27/10/2020,0
26/10/2020,0
25/10/2020,0
24/10/2020,0
23/10/2020,0
22/10/2020,0
21/10/2020,2
20/10/2020,0
19/10/2020,2
18/10/2020,0
17/10/2020,0
16/10/2020,0
15/10/2020,1
14/10/2020,0
13/10/2020,0
12/10/2020,0
11/10/2020,0
10/10/2020,0
9/10/2020,0
8/10/2020,1
7/10/2020,0
6/10/2020,0
5/10/2020,0
4/10/2020,0
3/10/2020,0
2/10/2020,1
1/10/2020,1
30/09/2020,1
29/09/2020,0
28/09/2020,0
27/09/2020,0
26/09/2020,0
25/09/2020,0
24/09/2020,0
23/09/2020,0
22/09/2020,0
21/09/2020,0
20/09/2020,0
19/09/2020,0
18/09/2020,0
17/09/2020,0
16/09/2020,0
15/09/2020,0
14/09/2020,0
13/09/2020,0
12/9/2020,0
11/9/2020,0
10/9/2020,0
9/9/2020,0
8/9/2020,0
7/9/2020,0
6/9/2020,0
5/9/2020,0
4/9/2020,0
3/9/2020,0
2/9/2020,0
1/9/2020,0
31/08/2020,0
30/08/2020,0
29/08/2020,0
28/08/2020,0
27/08/2020,0
26/08/2020,0
25/08/2020,0
24/08/2020,0
23/08/2020,1
22/08/2020,0
21/08/2020,0
20/08/2020,0
19/08/2020,0
18/08/2020,0
17/08/2020,0
16/08/2020,0
15/08/2020,0
14/08/2020,0
13/08/2020,0
12/8/2020,0
11/8/2020,0
10/8/2020,0
9/8/2020,0
8/8/2020,0
7/8/2020,0
6/8/2020,0
5/8/2020,0
4/8/2020,0
3/8/2020,0
2/8/2020,0
1/8/2020,0
31/07/2020,0
30/07/2020,0
29/07/2020,0
28/07/2020,0
27/07/2020,0
26/07/2020,0
25/07/2020,0
24/07/2020,0
23/07/2020,0
22/07/2020,0
21/07/2020,0
20/07/2020,0
19/07/2020,0
18/07/2020,0
17/07/2020,0
16/07/2020,0
15/07/2020,0
14/07/2020,0
13/07/2020,0
12/7/2020,0
11/7/2020,0
10/7/2020,0
9/7/2020,0
8/7/2020,0
7/7/2020,0
6/7/2020,0
5/7/2020,0
4/7/2020,0
3/7/2020,0
2/7/2020,0
1/7/2020,0
30/06/2020,0
29/06/2020,0
28/06/2020,0
27/06/2020,0
26/06/2020,0
25/06/2020,0
24/06/2020,0
23/06/2020,0
22/06/2020,0
21/06/2020,0
20/06/2020,0
19/06/2020,0
18/06/2020,0
17/06/2020,0
16/06/2020,0
15/06/2020,0
14/06/2020,0
13/06/2020,0
12/6/2020,1
11/6/2020,0
10/6/2020,0
9/6/2020,0
8/6/2020,0
7/6/2020,0
6/6/2020,0
5/6/2020,0
4/6/2020,0
3/6/2020,0
2/6/2020,1
1/6/2020,0
31/05/2020,0
30/05/2020,1
29/05/2020,0
28/05/2020,1
27/05/2020,0
26/05/2020,1
25/05/2020,0
24/05/2020,0
23/05/2020,0
22/05/2020,0
21/05/2020,0
20/05/2020,0
19/05/2020,0
18/05/2020,0
17/05/2020,0
16/05/2020,0
15/05/2020,0
14/05/2020,0
13/05/2020,1
12/5/2020,0
11/5/2020,0
10/5/2020,1
9/5/2020,0
8/5/2020,2
7/5/2020,0
6/5/2020,1
5/5/2020,0
4/5/2020,0
3/5/2020,1
2/5/2020,2
1/5/2020,0
30/04/2020,1
29/04/2020,0
28/04/2020,1
27/04/2020,0
26/04/2020,1
25/04/2020,2
24/04/2020,0
23/04/2020,2
22/04/2020,0
21/04/2020,1
20/04/2020,2
19/04/2020,0
18/04/2020,2
17/04/2020,1
16/04/2020,1
15/04/2020,2
14/04/2020,3
13/04/2020,6
12/4/2020,1
11/4/2020,1
10/4/2020,0
9/4/2020,0
8/4/2020,0
7/4/2020,5
6/4/2020,2
5/4/2020,2
4/4/2020,3
3/4/2020,1
2/4/2020,3
1/4/2020,2
31/03/2020,2
30/03/2020,0
29/03/2020,2
28/03/2020,0
27/03/2020,0
26/03/2020,0
25/03/2020,1
24/03/2020,0
23/03/2020,0
22/03/2020,0
21/03/2020,0
20/03/2020,0
19/03/2020,0
18/03/2020,0
17/03/2020,0
16/03/2020,0
15/03/2020,0
14/03/2020,0
13/03/2020,0
12/3/2020,0
11/3/2020,0
10/3/2020,0
9/3/2020,0
8/3/2020,0
7/3/2020,0
6/3/2020,0
5/3/2020,0
4/3/2020,0
3/3/2020,0
2/3/2020,0
1/3/2020,0
29/02/2020,0
28/02/2020,0
27/02/2020,0
26/02/2020,0
10/3/2022,0
9/3/2022,0
8/3/2022,0
7/3/2022,0
6/3/2022,0
5/3/2022,0
4/3/2022,0
3/3/2022,2
2/3/2022,0
1/3/2022,1
28/02/2022,2
27/02/2022,3
26/02/2022,0
25/02/2022,3
24/02/2022,1
23/02/2022,4
22/02/2022,4
21/02/2022,4
20/02/2022,8
19/02/2022,5
18/02/2022,7
17/02/2022,12
16/02/2022,9
15/02/2022,13
14/02/2022,10
13/02/2022,8
12/2/2022,11
11/2/2022,12
10/2/2022,15
9/2/2022,13
8/2/2022,7
7/2/2022,19
6/2/2022,8
5/2/2022,18
4/2/2022,16
3/2/2022,21
2/2/2022,25
1/2/2022,19
31/01/2022,27
30/01/2022,8
29/01/2022,11
28/01/2022,20
27/01/2022,19
26/01/2022,20
25/01/2022,13
24/01/2022,26
23/01/2022,10
22/01/2022,13
21/01/2022,14
20/01/2022,18
19/01/2022,16
18/01/2022,14
17/01/2022,26
16/01/2022,19
15/01/2022,19
14/01/2022,22
13/01/2022,20
12/1/2022,20
11/1/2022,14
10/1/2022,25
9/1/2022,14
8/1/2022,20
7/1/2022,19
6/1/2022,15
5/1/2022,20
4/1/2022,23
3/1/2022,17
2/1/2022,13
1/1/2022,11
31/12/2021,20
30/12/2021,20
29/12/2021,14
28/12/2021,12
27/12/2021,17
26/12/2021,9
25/12/2021,5
24/12/2021,6
23/12/2021,10
22/12/2021,8
21/12/2021,7
20/12/2021,8
19/12/2021,5
18/12/2021,2
17/12/2021,8
16/12/2021,8
15/12/2021,8
14/12/2021,6
13/12/2021,7
12/12/2021,5
11/12/2021,7
10/12/2021,6
9/12/2021,7
8/12/2021,9
7/12/2021,7
6/12/2021,3
5/12/2021,5
4/12/2021,7
3/12/2021,6
2/12/2021,5
1/12/2021,12
30/11/2021,7
29/11/2021,15
28/11/2021,3
27/11/2021,8
26/11/2021,8
25/11/2021,11
24/11/2021,9
23/11/2021,10
22/11/2021,10
21/11/2021,5
20/11/2021,9
19/11/2021,6
18/11/2021,4
17/11/2021,5
16/11/2021,9
15/11/2021,17
14/11/2021,6
13/11/2021,3
12/11/2021,5
11/11/2021,6
10/11/2021,4
9/11/2021,9
8/11/2021,12
7/11/2021,4
6/11/2021,9
5/11/2021,11
4/11/2021,9
3/11/2021,7
2/11/2021,3
1/11/2021,12
31/10/2021,5
30/10/2021,3
29/10/2021,2
28/10/2021,5
27/10/2021,5
26/10/2021,4
25/10/2021,13
24/10/2021,2
23/10/2021,4
22/10/2021,8
21/10/2021,2
20/10/2021,2
19/10/2021,1
18/10/2021,6
17/10/2021,4
16/10/2021,1
15/10/2021,2
14/10/2021,4
13/10/2021,3
12/10/2021,3
11/10/2021,5
10/10/2021,3
9/10/2021,5
8/10/2021,8
7/10/2021,3
6/10/2021,2
5/10/2021,7
4/10/2021,4
3/10/2021,5
2/10/2021,3
1/10/2021,5
30/09/2021,3
29/09/2021,4
28/09/2021,4
27/09/2021,3
26/09/2021,3
25/09/2021,1
24/09/2021,3
23/09/2021,4
22/09/2021,2
21/09/2021,1
20/09/2021,1
19/09/2021,5
18/09/2021,0
17/09/2021,1
16/09/2021,1
15/09/2021,1
14/09/2021,2
13/09/2021,1
12/9/2021,5
11/9/2021,1
10/9/2021,0
9/9/2021,2
8/9/2021,1
7/9/2021,3
6/9/2021,6
5/9/2021,0
4/9/2021,0
3/9/2021,1
2/9/2021,2
1/9/2021,1
31/08/2021,2
30/08/2021,6
29/08/2021,1
28/08/2021,0
27/08/2021,2
26/08/2021,2
25/08/2021,2
24/08/2021,3
23/08/2021,1
22/08/2021,2
21/08/2021,0
20/08/2021,1
19/08/2021,2
18/08/2021,3
17/08/2021,1
16/08/2021,0
15/08/2021,2
14/08/2021,0
13/08/2021,2
12/8/2021,1
11/8/2021,1
10/8/2021,1
9/8/2021,1
8/8/2021,0
7/8/2021,4
6/8/2021,2
5/8/2021,1
4/8/2021,4
3/8/2021,3
2/8/2021,3
1/8/2021,0
31/07/2021,1
30/07/2021,0
29/07/2021,4
28/07/2021,1
27/07/2021,1
26/07/2021,2
25/07/2021,1
24/07/2021,1
23/07/2021,2
22/07/2021,0
21/07/2021,2
20/07/2021,0
19/07/2021,0
18/07/2021,0
17/07/2021,0
16/07/2021,0
15/07/2021,0
14/07/2021,0
13/07/2021,1
12/7/2021,2
11/7/2021,2
10/7/2021,0
9/7/2021,0
8/7/2021,0
7/7/2021,0
6/7/2021,1
5/7/2021,1
4/7/2021,0
3/7/2021,0
2/7/2021,0
1/7/2021,0
30/06/2021,0
29/06/2021,0
28/06/2021,0
27/06/2021,0
26/06/2021,0
25/06/2021,0
24/06/2021,0
23/06/2021,1
22/06/2021,0
21/06/2021,1
20/06/2021,0
19/06/2021,0
18/06/2021,0
17/06/2021,0
16/06/2021,0
15/06/2021,2
14/06/2021,0
13/06/2021,0
12/6/2021,0
11/6/2021,0
10/6/2021,1
9/6/2021,0
8/6/2021,1
7/6/2021,1
6/6/2021,0
5/6/2021,0
4/6/2021,1
3/6/2021,0
2/6/2021,0
1/6/2021,1
31/05/2021,0
30/05/2021,2
29/05/2021,0
28/05/2021,0
27/05/2021,0
26/05/2021,1
25/05/2021,0
24/05/2021,0
23/05/2021,2
22/05/2021,2
21/05/2021,0
20/05/2021,0
19/05/2021,6
18/05/2021,3
17/05/2021,0
16/05/2021,2
15/05/2021,6
14/05/2021,5
13/05/2021,2
12/5/2021,2
11/5/2021,1
10/5/2021,1
9/5/2021,0
8/5/2021,0
7/5/2021,1
6/5/2021,2
5/5/2021,1
4/5/2021,0
3/5/2021,0
2/5/2021,2
1/5/2021,0
30/04/2021,2
29/04/2021,1
28/04/2021,2
27/04/2021,2
26/04/2021,3
25/04/2021,0
24/04/2021,1
23/04/2021,1
22/04/2021,0
21/04/2021,2
20/04/2021,1
19/04/2021,3
18/04/2021,0
17/04/2021,2
16/04/2021,5
15/04/2021,2
14/04/2021,1
13/04/2021,4
12/4/2021,1
11/4/2021,0
10/4/2021,2
9/4/2021,2
8/4/2021,1
7/4/2021,4
6/4/2021,1
5/4/2021,0
4/4/2021,1
3/4/2021,3
2/4/2021,2
1/4/2021,2
31/03/2021,1
30/03/2021,2
29/03/2021,3
28/03/2021,1
27/03/2021,4
26/03/2021,3
25/03/2021,3
24/03/2021,4
23/03/2021,5
22/03/2021,6
21/03/2021,0
20/03/2021,4
19/03/2021,7
18/03/2021,4
17/03/2021,3
16/03/2021,1
15/03/2021,1
14/03/2021,0
13/03/2021,4
12/3/2021,4
11/3/2021,4
10/3/2021,4
9/3/2021,4
8/3/2021,9
7/3/2021,2
6/3/2021,1
5/3/2021,3
4/3/2021,2
3/3/2021,1
2/3/2021,2
1/3/2021,7
28/02/2021,1
27/02/2021,1
26/02/2021,3
25/02/2021,7
24/02/2021,2
23/02/2021,9
22/02/2021,5
21/02/2021,1
20/02/2021,2
19/02/2021,4
18/02/2021,2
17/02/2021,2
16/02/2021,5
15/02/2021,1
14/02/2021,4
13/02/2021,4
12/2/2021,2
11/2/2021,2
10/2/2021,5
9/2/2021,0
8/2/2021,5
7/2/2021,2
6/2/2021,0
5/2/2021,2
4/2/2021,1
3/2/2021,3
2/2/2021,2
1/2/2021,6
31/01/2021,0
30/01/2021,1
29/01/2021,3
28/01/2021,1
27/01/2021,0
26/01/2021,3
25/01/2021,5
24/01/2021,2
23/01/2021,2
22/01/2021,2
21/01/2021,4
20/01/2021,12
19/01/2021,4
18/01/2021,1
17/01/2021,0
16/01/2021,1
15/01/2021,1
14/01/2021,5
13/01/2021,5
12/1/2021,9
11/1/2021,8
10/1/2021,3
9/1/2021,2
8/1/2021,4
7/1/2021,3
6/1/2021,3
5/1/2021,4
4/1/2021,7
3/1/2021,3
2/1/2021,4
1/1/2021,3
31/12/2020,6
30/12/2020,4
29/12/2020,2
28/12/2020,5
27/12/2020,4
26/12/2020,0
25/12/2020,2
24/12/2020,3
23/12/2020,3
22/12/2020,5
21/12/2020,4
20/12/2020,4
19/12/2020,3
18/12/2020,5
17/12/2020,1
16/12/2020,4
15/12/2020,7
14/12/2020,11
13/12/2020,5
12/12/2020,3
11/12/2020,8
10/12/2020,4
9/12/2020,5
8/12/2020,3
7/12/2020,10
6/12/2020,10
5/12/2020,6
4/12/2020,3
3/12/2020,7
2/12/2020,7
1/12/2020,2
30/11/2020,10
29/11/2020,5
28/11/2020,2
27/11/2020,6
26/11/2020,2
25/11/2020,8
24/11/2020,6
23/11/2020,5
22/11/2020,4
21/11/2020,10
20/11/2020,6
19/11/2020,3
18/11/2020,3
17/11/2020,1
16/11/2020,1
15/11/2020,2
14/11/2020,2
13/11/2020,7
12/11/2020,4
11/11/2020,1
10/11/2020,0
9/11/2020,3
8/11/2020,7
7/11/2020,2
6/11/2020,2
5/11/2020,0
4/11/2020,0
3/11/2020,0
2/11/2020,0
1/11/2020,0
31/10/2020,0
30/10/2020,1
29/10/2020,0
28/10/2020,0
27/10/2020,1
26/10/2020,0
25/10/2020,1
24/10/2020,0
23/10/2020,1
22/10/2020,1
21/10/2020,0
20/10/2020,0
19/10/2020,3
18/10/2020,0
17/10/2020,0
16/10/2020,1
15/10/2020,0
14/10/2020,2
13/10/2020,0
12/10/2020,0
11/10/2020,2
10/10/2020,1
9/10/2020,0
8/10/2020,0
7/10/2020,2
6/10/2020,1
5/10/2020,2
4/10/2020,0
3/10/2020,0
2/10/2020,0
1/10/2020,2
30/09/2020,0
29/09/2020,0
28/09/2020,0
27/09/2020,0
26/09/2020,0
25/09/2020,1
24/09/2020,0
23/09/2020,2
22/09/2020,1
21/09/2020,0
20/09/2020,0
19/09/2020,0
18/09/2020,0
17/09/2020,0
16/09/2020,1
15/09/2020,0
14/09/2020,1
13/09/2020,0
12/9/2020,0
11/9/2020,2
10/9/2020,0
9/9/2020,3
8/9/2020,0
7/9/2020,0
6/9/2020,1
5/9/2020,0
4/9/2020,1
3/9/2020,0
2/9/2020,0
1/9/2020,1
31/08/2020,1
30/08/2020,0
29/08/2020,0
28/08/2020,0
27/08/2020,0
26/08/2020,0
25/08/2020,0
24/08/2020,0
23/08/2020,0
22/08/2020,0
21/08/2020,0
20/08/2020,0
19/08/2020,0
18/08/2020,0
17/08/2020,0
16/08/2020,1
15/08/2020,0
14/08/2020,0
13/08/2020,0
12/8/2020,0
11/8/2020,0
10/8/2020,0
9/8/2020,0
8/8/2020,0
7/8/2020,0
6/8/2020,0
5/8/2020,0
4/8/2020,0
3/8/2020,1
2/8/2020,0
1/8/2020,0
31/07/2020,0
30/07/2020,0
29/07/2020,1
28/07/2020,1
27/07/2020,0
26/07/2020,0
25/07/2020,0
24/07/2020,0
23/07/2020,0
22/07/2020,0
21/07/2020,0
20/07/2020,1
19/07/2020,0
18/07/2020,0
17/07/2020,0
16/07/2020,0
15/07/2020,0
14/07/2020,0
13/07/2020,0
12/7/2020,0
11/7/2020,0
10/7/2020,0
9/7/2020,0
8/7/2020,0
7/7/2020,0
6/7/2020,0
5/7/2020,0
4/7/2020,0
3/7/2020,0
2/7/2020,0
1/7/2020,0
30/06/2020,0
29/06/2020,1
28/06/2020,0
27/06/2020,0
26/06/2020,0
25/06/2020,0
24/06/2020,1
23/06/2020,0
22/06/2020,0
21/06/2020,1
20/06/2020,1
19/06/2020,0
18/06/2020,0
17/06/2020,0
16/06/2020,0
15/06/2020,0
14/06/2020,0
13/06/2020,0
12/6/2020,0
11/6/2020,0
10/6/2020,0
9/6/2020,0
8/6/2020,0
7/6/2020,0
6/6/2020,0
5/6/2020,0
4/6/2020,0
3/6/2020,0
2/6/2020,0
1/6/2020,0
31/05/2020,0
30/05/2020,0
29/05/2020,1
28/05/2020,0
27/05/2020,0
26/05/2020,0
25/05/2020,1
24/05/2020,0
23/05/2020,0
22/05/2020,1
21/05/2020,0
20/05/2020,1
19/05/2020,0
18/05/2020,2
17/05/2020,0
16/05/2020,2
15/05/2020,1
14/05/2020,0
13/05/2020,2
12/5/2020,2
11/5/2020,1
10/5/2020,0
9/5/2020,2
8/5/2020,1
7/5/2020,7
6/5/2020,2
5/5/2020,4
4/5/2020,7
3/5/2020,3
2/5/2020,3
1/5/2020,2
30/04/2020,4
29/04/2020,1
28/04/2020,2
27/04/2020,1
26/04/2020,5
25/04/2020,6
24/04/2020,3
23/04/2020,0
22/04/2020,6
21/04/2020,4
20/04/2020,17
19/04/2020,6
18/04/2020,0
17/04/2020,10
16/04/2020,12
15/04/2020,14
14/04/2020,10
13/04/2020,12
12/4/2020,11
11/4/2020,3
10/4/2020,3
9/4/2020,11
8/4/2020,8
7/4/2020,17
6/4/2020,10
5/4/2020,4
4/4/2020,7
3/4/2020,5
2/4/2020,6
1/4/2020,4
31/03/2020,7
30/03/2020,10
29/03/2020,10
28/03/2020,4
27/03/2020,2
26/03/2020,4
25/03/2020,5
24/03/2020,1
23/03/2020,4
22/03/2020,1
21/03/2020,2
20/03/2020,1
19/03/2020,1
18/03/2020,0
17/03/2020,2
16/03/2020,1
15/03/2020,0
14/03/2020,1
13/03/2020,1
12/3/2020,0
11/3/2020,0
10/3/2020,0
9/3/2020,0
8/3/2020,0
7/3/2020,0
6/3/2020,1
5/3/2020,0
4/3/2020,0
3/3/2020,0
2/3/2020,0
1/3/2020,0
29/02/2020,0
28/02/2020,0
27/02/2020,0
26/02/2020,0
25/02/2020,0
24/02/2020,0
23/02/2020,0
22/02/2020,0
21/02/2020,0
20/02/2020,0
19/02/2020,0
18/02/2020,0
17/02/2020,0
16/02/2020,0
15/02/2020,0
14/02/2020,0
13/02/2020,0
12/2/2020,0
11/2/2020,0
10/2/2020,0
9/2/2020,0
8/2/2020,0
7/2/2020,0
6/2/2020,0
5/2/2020,0
4/2/2020,0
3/2/2020,0
2/2/2020,0
1/2/2020,0
31/01/2020,0
30/01/2020,0
29/01/2020,0
28/01/2020,0
27/01/2020,0
26/01/2020,0
25/01/2020,0
24/01/2020,0
23/01/2020,0
22/01/2020,0
21/01/2020,0
20/01/2020,0
19/01/2020,0
18/01/2020,0
17/01/2020,0
16/01/2020,0
15/01/2020,0
14/01/2020,0
13/01/2020,0
12/1/2020,0
11/1/2020,0
10/1/2020,0
9/1/2020,0
8/1/2020,0
7/1/2020,0
6/1/2020,0
5/1/2020,0
4/1/2020,0
3/1/2020,0
2/1/2020,0
1/1/2020,0
10/3/2022,107
9/3/2022,155
8/3/2022,167
7/3/2022,176
6/3/2022,32
5/3/2022,120
4/3/2022,181
3/3/2022,180
2/3/2022,186
1/3/2022,209
28/02/2022,232
27/02/2022,76
26/02/2022,101
25/02/2022,188
24/02/2022,281
23/02/2022,212
22/02/2022,286
21/02/2022,283
20/02/2022,114
19/02/2022,148
18/02/2022,304
17/02/2022,287
16/02/2022,276
15/02/2022,390
14/02/2022,385
13/02/2022,107
12/2/2022,161
11/2/2022,269
10/2/2022,370
9/2/2022,283
8/2/2022,691
7/2/2022,417
6/2/2022,129
5/2/2022,170
4/2/2022,355
3/2/2022,264
2/2/2022,276
1/2/2022,381
31/01/2022,348
30/01/2022,127
29/01/2022,178
28/01/2022,263
27/01/2022,268
26/01/2022,258
25/01/2022,467
24/01/2022,393
23/01/2022,115
22/01/2022,167
21/01/2022,233
20/01/2022,245
19/01/2022,231
18/01/2022,375
17/01/2022,296
16/01/2022,98
15/01/2022,148
14/01/2022,191
13/01/2022,225
12/1/2022,246
11/1/2022,341
10/1/2022,280
9/1/2022,90
8/1/2022,142
7/1/2022,193
6/1/2022,204
5/1/2022,246
4/1/2022,351
3/1/2022,270
2/1/2022,91
1/1/2022,110
31/12/2021,189
30/12/2021,180
29/12/2021,184
28/12/2021,290
27/12/2021,256
26/12/2021,96
25/12/2021,84
24/12/2021,167
23/12/2021,179
22/12/2021,170
21/12/2021,229
20/12/2021,224
19/12/2021,75
18/12/2021,85
17/12/2021,162
16/12/2021,188
15/12/2021,151
14/12/2021,158
13/12/2021,243
12/12/2021,48
11/12/2021,65
10/12/2021,150
9/12/2021,136
8/12/2021,133
7/12/2021,172
6/12/2021,192
5/12/2021,29
4/12/2021,49
3/12/2021,127
2/12/2021,103
1/12/2021,96
30/11/2021,115
29/11/2021,122
28/11/2021,23
27/11/2021,34
26/11/2021,60
25/11/2021,72
24/11/2021,81
23/11/2021,84
22/11/2021,97
21/11/2021,15
20/11/2021,23
19/11/2021,50
18/11/2021,52
17/11/2021,56
16/11/2021,47
15/11/2021,75
14/11/2021,17
13/11/2021,16
12/11/2021,48
11/11/2021,17
10/11/2021,33
9/11/2021,44
8/11/2021,57
7/11/2021,10
6/11/2021,25
5/11/2021,26
4/11/2021,49
3/11/2021,35
2/11/2021,87
1/11/2021,6
31/10/2021,12
30/10/2021,22
29/10/2021,28
28/10/2021,34
27/10/2021,33
26/10/2021,38
25/10/2021,43
24/10/2021,4
23/10/2021,23
22/10/2021,29
21/10/2021,37
20/10/2021,26
19/10/2021,39
18/10/2021,46
17/10/2021,5
16/10/2021,15
15/10/2021,36
14/10/2021,40
13/10/2021,24
12/10/2021,53
11/10/2021,35
10/10/2021,8
9/10/2021,15
8/10/2021,41
7/10/2021,36
6/10/2021,39
5/10/2021,61
4/10/2021,55
3/10/2021,9
2/10/2021,30
1/10/2021,49
30/09/2021,61
29/09/2021,43
28/09/2021,58
27/09/2021,84
26/09/2021,14
25/09/2021,29
24/09/2021,53
23/09/2021,66
22/09/2021,60
21/09/2021,153
20/09/2021,30
19/09/2021,28
18/09/2021,42
17/09/2021,92
16/09/2021,74
15/09/2021,80
14/09/2021,94
13/09/2021,97
12/9/2021,29
11/9/2021,46
10/9/2021,94
9/9/2021,114
8/9/2021,119
7/9/2021,108
6/9/2021,126
5/9/2021,49
4/9/2021,83
3/9/2021,95
2/9/2021,109
1/9/2021,95
31/08/2021,135
30/08/2021,113
29/08/2021,53
28/08/2021,74
27/08/2021,106
26/08/2021,122
25/08/2021,103
24/08/2021,156
23/08/2021,109
22/08/2021,115
21/08/2021,129
20/08/2021,85
19/08/2021,129
18/08/2021,122
17/08/2021,111
16/08/2021,107
15/08/2021,44
14/08/2021,53
13/08/2021,90
12/8/2021,77
11/8/2021,58
10/8/2021,70
9/8/2021,75
8/8/2021,28
7/8/2021,32
6/8/2021,64
5/8/2021,52
4/8/2021,49
3/8/2021,59
2/8/2021,53
1/8/2021,18
31/07/2021,43
30/07/2021,63
29/07/2021,28
28/07/2021,44
27/07/2021,28
26/07/2021,45
25/07/2021,6
24/07/2021,22
23/07/2021,37
22/07/2021,11
21/07/2021,22
20/07/2021,33
19/07/2021,20
18/07/2021,5
17/07/2021,16
16/07/2021,22
15/07/2021,16
14/07/2021,6
13/07/2021,54
12/7/2021,28
11/7/2021,4
10/7/2021,19
9/7/2021,18
8/7/2021,25
7/7/2021,28
6/7/2021,34
5/7/2021,36
4/7/2021,9
3/7/2021,17
2/7/2021,24
1/7/2021,29
30/06/2021,25
29/06/2021,45
28/06/2021,44
27/06/2021,17
26/06/2021,12
25/06/2021,33
24/06/2021,44
23/06/2021,33
22/06/2021,51
21/06/2021,40
20/06/2021,14
19/06/2021,22
18/06/2021,68
17/06/2021,56
16/06/2021,44
15/06/2021,80
14/06/2021,63
13/06/2021,13
12/6/2021,34
11/6/2021,74
10/6/2021,68
9/6/2021,65
8/6/2021,75
7/6/2021,64
6/6/2021,25
5/6/2021,57
4/6/2021,88
3/6/2021,70
2/6/2021,96
1/6/2021,134
31/05/2021,126
30/05/2021,44
29/05/2021,68
28/05/2021,125
27/05/2021,142
26/05/2021,144
25/05/2021,221
24/05/2021,62
23/05/2021,70
22/05/2021,89
21/05/2021,123
20/05/2021,133
19/05/2021,141
18/05/2021,228
17/05/2021,196
16/05/2021,81
15/05/2021,112
14/05/2021,173
13/05/2021,131
12/5/2021,184
11/5/2021,251
10/5/2021,292
9/5/2021,115
8/5/2021,176
7/5/2021,251
6/5/2021,219
5/5/2021,244
4/5/2021,257
3/5/2021,311
2/5/2021,113
1/5/2021,192
30/04/2021,290
29/04/2021,306
28/04/2021,315
27/04/2021,347
26/04/2021,398
25/04/2021,145
24/04/2021,217
23/04/2021,332
22/04/2021,283
21/04/2021,313
20/04/2021,388
19/04/2021,447
18/04/2021,140
17/04/2021,189
16/04/2021,331
15/04/2021,296
14/04/2021,297
13/04/2021,345
12/4/2021,385
11/4/2021,176
10/4/2021,207
9/4/2021,330
8/4/2021,343
7/4/2021,421
6/4/2021,426
5/4/2021,197
4/4/2021,185
3/4/2021,185
2/4/2021,332
1/4/2021,308
31/03/2021,303
30/03/2021,381
29/03/2021,360
28/03/2021,131
27/03/2021,190
26/03/2021,897
25/03/2021,225
24/03/2021,245
23/03/2021,287
22/03/2021,343
21/03/2021,138
20/03/2021,176
19/03/2021,285
18/03/2021,268
17/03/2021,241
16/03/2021,408
15/03/2021,333
14/03/2021,140
13/03/2021,169
12/3/2021,223
11/3/2021,265
10/3/2021,331
9/3/2021,368
8/3/2021,359
7/3/2021,130
6/3/2021,170
5/3/2021,439
4/3/2021,293
3/3/2021,322
2/3/2021,417
1/3/2021,375
28/02/2021,122
27/02/2021,185
26/02/2021,539
25/02/2021,261
24/02/2021,277
23/02/2021,431
22/02/2021,333
21/02/2021,159
20/02/2021,183
19/02/2021,571
18/02/2021,271
17/02/2021,310
16/02/2021,586
15/02/2021,412
14/02/2021,167
13/02/2021,199
12/2/2021,645
11/2/2021,360
10/2/2021,296
9/2/2021,724
8/2/2021,458
7/2/2021,171
6/2/2021,191
5/2/2021,651
4/2/2021,357
3/2/2021,357
2/2/2021,726
1/2/2021,455
31/01/2021,195
30/01/2021,242
29/01/2021,820
28/01/2021,344
27/01/2021,350
26/01/2021,612
25/01/2021,445
24/01/2021,172
23/01/2021,230
22/01/2021,649
21/01/2021,346
20/01/2021,310
19/01/2021,369
18/01/2021,403
17/01/2021,428
16/01/2021,193
15/01/2021,280
14/01/2021,638
13/01/2021,229
12/1/2021,355
11/1/2021,697
10/1/2021,151
9/1/2021,168
8/1/2021,590
7/1/2021,276
6/1/2021,283
5/1/2021,867
4/1/2021,378
3/1/2021,116
2/1/2021,156
1/1/2021,133
31/12/2020,251
30/12/2020,303
29/12/2020,969
28/12/2020,363
27/12/2020,173
26/12/2020,146
25/12/2020,159
24/12/2020,290
23/12/2020,276
22/12/2020,802
21/12/2020,351
20/12/2020,131
19/12/2020,189
18/12/2020,610
17/12/2020,258
16/12/2020,289
15/12/2020,790
14/12/2020,371
13/12/2020,150
12/12/2020,194
11/12/2020,627
10/12/2020,292
9/12/2020,296
8/12/2020,831
7/12/2020,366
6/12/2020,174
5/12/2020,214
4/12/2020,627
3/12/2020,324
2/12/2020,309
1/12/2020,775
30/11/2020,406
29/11/2020,198
28/11/2020,213
27/11/2020,957
26/11/2020,339
25/11/2020,381
24/11/2020,1004
23/11/2020,500
22/11/2020,214
21/11/2020,253
20/11/2020,1138
19/11/2020,429
18/11/2020,425
17/11/2020,1219
16/11/2020,506
15/11/2020,302
14/11/2020,354
13/11/2020,932
12/11/2020,425
11/11/2020,328
10/11/2020,1220
